Time_s,Velocity_t,Velocity_tplus1,dx,dt,Mode
894,53,46,-7,1,Brake
895,46,51,5,1,Accelerate
896,51,44,-7,1,Brake
897,44,49,5,1,Accelerate
898,49,54,5,1,Accelerate
899,54,47,-7,1,Brake
900,47,52,5,1,Accelerate
901,52,45,-7,1,Brake
902,45,50,5,1,Accelerate
903,50,43,-7,1,Brake
904,43,48,5,1,Accelerate
905,48,53,5,1,Accelerate
906,53,46,-7,1,Brake
907,46,51,5,1,Accelerate
908,51,44,-7,1,Brake
909,44,49,5,1,Accelerate
910,49,54,5,1,Accelerate
911,54,47,-7,1,Brake
912,47,52,5,1,Accelerate
913,52,45,-7,1,Brake
914,45,50,5,1,Accelerate
915,50,43,-7,1,Brake
916,43,48,5,1,Accelerate
917,48,53,5,1,Accelerate
918,53,46,-7,1,Brake
919,46,51,5,1,Accelerate
920,51,44,-7,1,Brake
921,44,49,5,1,Accelerate
922,49,54,5,1,Accelerate
923,54,47,-7,1,Brake
924,47,52,5,1,Accelerate
925,52,45,-7,1,Brake
926,45,50,5,1,Accelerate
927,50,43,-7,1,Brake
928,43,48,5,1,Accelerate
929,48,53,5,1,Accelerate
930,53,46,-7,1,Brake
931,46,51,5,1,Accelerate
932,51,44,-7,1,Brake
933,44,49,5,1,Accelerate
934,49,54,5,1,Accelerate
935,54,47,-7,1,Brake
936,47,52,5,1,Accelerate
937,52,45,-7,1,Brake
938,45,50,5,1,Accelerate
939,50,43,-7,1,Brake
940,43,48,5,1,Accelerate
941,48,53,5,1,Accelerate
942,53,46,-7,1,Brake
943,46,51,5,1,Accelerate
944,51,44,-7,1,Brake
945,44,49,5,1,Accelerate
946,49,54,5,1,Accelerate
947,54,47,-7,1,Brake
948,47,52,5,1,Accelerate
949,52,45,-7,1,Brake
950,45,50,5,1,Accelerate
951,50,43,-7,1,Brake
952,43,48,5,1,Accelerate
953,48,53,5,1,Accelerate
954,53,46,-7,1,Brake
955,46,51,5,1,Accelerate
956,51,44,-7,1,Brake
957,44,49,5,1,Accelerate
958,49,54,5,1,Accelerate
959,54,47,-7,1,Brake
960,47,52,5,1,Accelerate
961,52,45,-7,1,Brake
962,45,50,5,1,Accelerate
963,50,43,-7,1,Brake
964,43,48,5,1,Accelerate
965,48,53,5,1,Accelerate
966,53,46,-7,1,Brake
967,46,51,5,1,Accelerate
968,51,44,-7,1,Brake
969,44,49,5,1,Accelerate
970,49,54,5,1,Accelerate
971,54,47,-7,1,Brake
972,47,52,5,1,Accelerate
973,52,45,-7,1,Brake
974,45,50,5,1,Accelerate
975,50,43,-7,1,Brake
976,43,48,5,1,Accelerate
977,48,53,5,1,Accelerate
978,53,46,-7,1,Brake
979,46,51,5,1,Accelerate
980,51,44,-7,1,Brake
981,44,49,5,1,Accelerate
982,49,54,5,1,Accelerate
983,54,47,-7,1,Brake
984,47,52,5,1,Accelerate
985,52,45,-7,1,Brake
986,45,50,5,1,Accelerate
987,50,43,-7,1,Brake
988,43,48,5,1,Accelerate
989,48,53,5,1,Accelerate
990,53,46,-7,1,Brake
991,46,51,5,1,Accelerate
992,51,44,-7,1,Brake
993,44,49,5,1,Accelerate
994,49,54,5,1,Accelerate
995,54,47,-7,1,Brake
996,47,52,5,1,Accelerate
997,52,45,-7,1,Brake
998,45,50,5,1,Accelerate
999,50,43,-7,1,Brake
1000,43,43,-7,1,Brake
